Trial (NCT),Condition,Arm,Any AE %,Serious AE %,AE leading to discontinuation %,CT.gov last updated,Trial start date,Trial completion date
NCT04338685,"Carcinoma, Hepatocellular; Biliary Tract Cancer; Secondary Liver Cancer; Liver Metastases; Carcinoma, Hepatocellular; Biliary Tract Neoplasms",Part A1-3 mg RO7119929,,2.0,,2024-12-09,2020-07-16,2023-01-09
NCT04338685,"Carcinoma, Hepatocellular; Biliary Tract Cancer; Secondary Liver Cancer; Liver Metastases; Carcinoma, Hepatocellular; Biliary Tract Neoplasms",Part A2- 2/5/5 mg RO7119929,,1.0,,2024-12-09,2020-07-16,2023-01-09
NCT04338685,"Carcinoma, Hepatocellular; Biliary Tract Cancer; Secondary Liver Cancer; Liver Metastases; Carcinoma, Hepatocellular; Biliary Tract Neoplasms",Part A2- 2/5/6 mg RO7119929,,2.0,,2024-12-09,2020-07-16,2023-01-09
NCT04338685,"Carcinoma, Hepatocellular; Biliary Tract Cancer; Secondary Liver Cancer; Liver Metastases; Carcinoma, Hepatocellular; Biliary Tract Neoplasms",Part A3-4 mg RO7119929,,0.0,,2024-12-09,2020-07-16,2023-01-09
NCT04338685,"Carcinoma, Hepatocellular; Biliary Tract Cancer; Secondary Liver Cancer; Liver Metastases; Carcinoma, Hepatocellular; Biliary Tract Neoplasms",Part B1-5 mg RO7119929,,11.0,,2024-12-09,2020-07-16,2023-01-09
NCT01792115,Fatty Liver; Fatty Liver; Non-alcoholic Fatty Liver Disease,Vit E 200 IU/d,100.0,14.285714285714285,,2020-11-04,2013-05-01,2019-08-30
NCT01792115,Fatty Liver; Fatty Liver; Non-alcoholic Fatty Liver Disease,Vitamin E 400,100.0,0.0,,2020-11-04,2013-05-01,2019-08-30
NCT01792115,Fatty Liver; Fatty Liver; Non-alcoholic Fatty Liver Disease,Vitamin E 800,100.0,37.5,,2020-11-04,2013-05-01,2019-08-30
NCT02226276,Bone Metastases; HER2-positive Breast Cancer; Liver Metastases; Lung Metastases; Recurrent Breast Cancer; Soft Tissue Metastases; Stage IV Breast Cancer; Breast Neoplasms,Diagnostic (Copper Cu 64-DOTA-trastuzumab PET),100.0,50.0,,2026-02-13,2015-01-07,2026-09-29
NCT03693807,Colorectal Cancer; Cholangiocarcinoma; Colorectal Neoplasms; Cholangiocarcinoma,Group 1: Unresectable Liver Metastases From Colorectal Cancer,86.66666666666667,86.66666666666667,,2026-02-06,2018-10-18,2024-06-27
NCT03693807,Colorectal Cancer; Cholangiocarcinoma; Colorectal Neoplasms; Cholangiocarcinoma,Group 2: Resectable Liver Metastases From Colorectal Cancer,43.75,43.75,,2026-02-06,2018-10-18,2024-06-27
NCT03693807,Colorectal Cancer; Cholangiocarcinoma; Colorectal Neoplasms; Cholangiocarcinoma,Group 3: Unresectable Cholangiocarcinoma,75.0,75.0,,2026-02-06,2018-10-18,2024-06-27
NCT02082210,"Advanced Cancer; Gastric Adenocarcinoma; Gastroesophageal Junction Adenocarcinoma; Hepatocellular Cancer; Renal Cell Carcinoma; Non-Small Cell Lung Cancer; Liver Neoplasms; Carcinoma, Renal Cell; Carcinoma, Non-Small-Cell Lung",Part A - 2000 mg Emibetuzumab,100.0,66.66666666666666,,2020-12-19,2014-03-07,2018-01-24
NCT02082210,"Advanced Cancer; Gastric Adenocarcinoma; Gastroesophageal Junction Adenocarcinoma; Hepatocellular Cancer; Renal Cell Carcinoma; Non-Small Cell Lung Cancer; Liver Neoplasms; Carcinoma, Renal Cell; Carcinoma, Non-Small-Cell Lung",Part A - 750 mg Emibetuzumab,100.0,66.66666666666666,,2020-12-19,2014-03-07,2018-01-24
NCT02082210,"Advanced Cancer; Gastric Adenocarcinoma; Gastroesophageal Junction Adenocarcinoma; Hepatocellular Cancer; Renal Cell Carcinoma; Non-Small Cell Lung Cancer; Liver Neoplasms; Carcinoma, Renal Cell; Carcinoma, Non-Small-Cell Lung",Part B - Gastric,93.75,25.0,,2020-12-19,2014-03-07,2018-01-24
NCT02082210,"Advanced Cancer; Gastric Adenocarcinoma; Gastroesophageal Junction Adenocarcinoma; Hepatocellular Cancer; Renal Cell Carcinoma; Non-Small Cell Lung Cancer; Liver Neoplasms; Carcinoma, Renal Cell; Carcinoma, Non-Small-Cell Lung",Part B - HCC,100.0,42.22222222222222,,2020-12-19,2014-03-07,2018-01-24
NCT02082210,"Advanced Cancer; Gastric Adenocarcinoma; Gastroesophageal Junction Adenocarcinoma; Hepatocellular Cancer; Renal Cell Carcinoma; Non-Small Cell Lung Cancer; Liver Neoplasms; Carcinoma, Renal Cell; Carcinoma, Non-Small-Cell Lung",Part B - NSCLC,93.33333333333333,20.0,,2020-12-19,2014-03-07,2018-01-24
NCT02082210,"Advanced Cancer; Gastric Adenocarcinoma; Gastroesophageal Junction Adenocarcinoma; Hepatocellular Cancer; Renal Cell Carcinoma; Non-Small Cell Lung Cancer; Liver Neoplasms; Carcinoma, Renal Cell; Carcinoma, Non-Small-Cell Lung",Part B - RCC,100.0,33.33333333333333,,2020-12-19,2014-03-07,2018-01-24
NCT01528878,"Liver Neoplasms; Colonic Neoplasms; Metastatic Cancer to Liver; Liver Neoplasms; Colonic Neoplasms; Carcinoma, Hepatocellular",Single Arm Patients With HCC or Liver Metastases,90.0,3.3333333333333335,,2018-07-26,2009-04,2016-01-28
NCT00554372,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular; Liver Neoplasms",High Dose,100.0,25.0,,2016-02-04,2008-08,2013-02
NCT00554372,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular; Liver Neoplasms",Low Dose,100.0,28.57142857142857,,2016-02-04,2008-08,2013-02
NCT03644173,Lung Cancer; Cholangiocarcinoma; Pancreatic Cancer; Liver Cancer; Lung Neoplasms; Cholangiocarcinoma; Pancreatic Neoplasms; Liver Neoplasms,Personal Resilience Empowerment Program (All Visits and Follow up),0.0,0.0,,2021-10-15,2018-05-30,2021-06-14
NCT03644173,Lung Cancer; Cholangiocarcinoma; Pancreatic Cancer; Liver Cancer; Lung Neoplasms; Cholangiocarcinoma; Pancreatic Neoplasms; Liver Neoplasms,Personal Resilience Empowerment Program (Visits Only),12.5,12.5,,2021-10-15,2018-05-30,2021-06-14
NCT00844883,"Hepatocellular Carcinoma; Hepatoma; Carcinoma, Hepatocellular",Sorafenib and Drug Eluting Beads,100.0,16.0,,2021-11-11,2009-02,2015-03
NCT02764801,"Hepatocellular Carcinoma; Chemoembolization, Therapeutic; Carcinoma, Hepatocellular",Contrast Ultrasound Arm,3.8834951456310676,3.8834951456310676,,2025-05-06,2016-04,2023-02-01
NCT02392637,Stage III Intrahepatic Cholangiocarcinoma AJCC v7; Stage IIIA Gallbladder Cancer AJCC v7; Stage IIIB Gallbladder Cancer AJCC v7; Stage IVA Gallbladder Cancer AJCC v7; Stage IVA Intrahepatic Cholangiocarcinoma AJCC v7; Stage IVB Gallbladder Cancer AJCC v7; Stage IVB Intrahepatic Cholangiocarcinoma AJCC v7; Unresectable Extrahepatic Bile Duct Carcinoma; Unresectable Gallbladder Carcinoma; Cholangiocarcinoma; Gallbladder Neoplasms,High Dose,25.0,15.625,,2022-02-02,2015-04-02,2020-08-13
NCT02392637,Stage III Intrahepatic Cholangiocarcinoma AJCC v7; Stage IIIA Gallbladder Cancer AJCC v7; Stage IIIB Gallbladder Cancer AJCC v7; Stage IVA Gallbladder Cancer AJCC v7; Stage IVA Intrahepatic Cholangiocarcinoma AJCC v7; Stage IVB Gallbladder Cancer AJCC v7; Stage IVB Intrahepatic Cholangiocarcinoma AJCC v7; Unresectable Extrahepatic Bile Duct Carcinoma; Unresectable Gallbladder Carcinoma; Cholangiocarcinoma; Gallbladder Neoplasms,Low Dose,32.142857142857146,3.571428571428571,,2022-02-02,2015-04-02,2020-08-13
NCT00044512,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular; Neoplasms; Liver Neoplasms",Sorafenib 400 mg b.i.d.,91.97080291970804,56.20437956204379,,2014-04-16,2002-08,2008-02
NCT00827931,Biliary Tract Surgical Procedures; Pancreaticoduodenectomy; Esophagectomy; Colectomy; Gastrectomy; Hemorrhage,Standard of Care,31.11111111111111,15.555555555555555,,2012-04-26,2009-09,2011-05
NCT00827931,Biliary Tract Surgical Procedures; Pancreaticoduodenectomy; Esophagectomy; Colectomy; Gastrectomy; Hemorrhage,Tranexamic Acid Plus Standard of Care,44.89795918367347,18.367346938775512,,2012-04-26,2009-09,2011-05
NCT01687673,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Treatment,71.42857142857143,17.857142857142858,,2020-12-07,2012-10-05,2020-01-09
NCT00790569,"Bladder Cancer; Cervical Cancer; Esophageal Cancer; Gastric Cancer; Head and Neck Cancer; Kidney Cancer; Leukemia; Liver Cancer; Lung Cancer; Pancreatic Cancer; Tobacco Use Disorder; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms; Esophageal Neoplasms; Stomach Neoplasms; Head and Neck Neoplasms; Kidney Neoplasms; Leukemia; Liver Neoplasms; Lung Neoplasms; Pancreatic Neoplasms; Tobacco Use Disorder; Carcinoma, Renal Cell; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Small Cell Lung Carcinoma; Hypopharyngeal Neoplasms; Laryngeal Neoplasms; Mouth Neoplasms; Nasopharyngeal Neoplasms; Oropharyngeal Neoplasms; Leukemia, Myeloid, Acute",Arm I,2.9197080291970803,2.9197080291970803,,2018-06-06,2008-09,2012-10
NCT00790569,"Bladder Cancer; Cervical Cancer; Esophageal Cancer; Gastric Cancer; Head and Neck Cancer; Kidney Cancer; Leukemia; Liver Cancer; Lung Cancer; Pancreatic Cancer; Tobacco Use Disorder; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms; Esophageal Neoplasms; Stomach Neoplasms; Head and Neck Neoplasms; Kidney Neoplasms; Leukemia; Liver Neoplasms; Lung Neoplasms; Pancreatic Neoplasms; Tobacco Use Disorder; Carcinoma, Renal Cell; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Small Cell Lung Carcinoma; Hypopharyngeal Neoplasms; Laryngeal Neoplasms; Mouth Neoplasms; Nasopharyngeal Neoplasms; Oropharyngeal Neoplasms; Leukemia, Myeloid, Acute",Arm II,4.444444444444445,4.444444444444445,,2018-06-06,2008-09,2012-10
NCT00790569,"Bladder Cancer; Cervical Cancer; Esophageal Cancer; Gastric Cancer; Head and Neck Cancer; Kidney Cancer; Leukemia; Liver Cancer; Lung Cancer; Pancreatic Cancer; Tobacco Use Disorder; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms; Esophageal Neoplasms; Stomach Neoplasms; Head and Neck Neoplasms; Kidney Neoplasms; Leukemia; Liver Neoplasms; Lung Neoplasms; Pancreatic Neoplasms; Tobacco Use Disorder; Carcinoma, Renal Cell; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Small Cell Lung Carcinoma; Hypopharyngeal Neoplasms; Laryngeal Neoplasms; Mouth Neoplasms; Nasopharyngeal Neoplasms; Oropharyngeal Neoplasms; Leukemia, Myeloid, Acute",Arm III,1.5037593984962405,1.5037593984962405,,2018-06-06,2008-09,2012-10
NCT02754856,Metastatic Carcinoma in the Liver; Resectable Mass; Stage IV Colorectal Cancer AJCC v7; Stage IVA Colorectal Cancer AJCC v7; Stage IVB Colorectal Cancer AJCC v7; Colorectal Neoplasms,Durvalumab/Tremelimumab,100.0,0.0,,2024-10-09,2016-08-29,2023-01-30
NCT02325739,"Hepatocellular Carcinoma (HCC); Solid Malignancies; Carcinoma, Hepatocellular",All Patients,99.4186046511628,41.86046511627907,,2024-10-21,2014-12-29,2019-05-30
NCT02325739,"Hepatocellular Carcinoma (HCC); Solid Malignancies; Carcinoma, Hepatocellular",All Patients of Combination Dose,100.0,16.666666666666664,,2024-10-21,2014-12-29,2019-05-30
NCT02325739,"Hepatocellular Carcinoma (HCC); Solid Malignancies; Carcinoma, Hepatocellular",All Patients of Single Agent FGF401,99.375,43.75,,2024-10-21,2014-12-29,2019-05-30
NCT02325739,"Hepatocellular Carcinoma (HCC); Solid Malignancies; Carcinoma, Hepatocellular",Phase I: 120 mg Fasted,100.0,57.692307692307686,,2024-10-21,2014-12-29,2019-05-30
NCT02325739,"Hepatocellular Carcinoma (HCC); Solid Malignancies; Carcinoma, Hepatocellular",Phase I: 120 mg Fed,100.0,47.368421052631575,,2024-10-21,2014-12-29,2019-05-30
NCT02325739,"Hepatocellular Carcinoma (HCC); Solid Malignancies; Carcinoma, Hepatocellular",Phase I: 150 mg Fasted,100.0,42.857142857142854,,2024-10-21,2014-12-29,2019-05-30
NCT02325739,"Hepatocellular Carcinoma (HCC); Solid Malignancies; Carcinoma, Hepatocellular",Phase I: 50 mg Fasted,100.0,27.27272727272727,,2024-10-21,2014-12-29,2019-05-30
NCT02325739,"Hepatocellular Carcinoma (HCC); Solid Malignancies; Carcinoma, Hepatocellular",Phase I: 80 mg Fasted,100.0,83.33333333333334,,2024-10-21,2014-12-29,2019-05-30
NCT02325739,"Hepatocellular Carcinoma (HCC); Solid Malignancies; Carcinoma, Hepatocellular",Phase I: 80 mg Fed,100.0,60.0,,2024-10-21,2014-12-29,2019-05-30
NCT02325739,"Hepatocellular Carcinoma (HCC); Solid Malignancies; Carcinoma, Hepatocellular",Phase I: FGF401 120 mg + PDR001 300 mg,100.0,33.33333333333333,,2024-10-21,2014-12-29,2019-05-30
NCT02325739,"Hepatocellular Carcinoma (HCC); Solid Malignancies; Carcinoma, Hepatocellular",Phase I: FGF401 80 mg + PDR001 300 mg,100.0,0.0,,2024-10-21,2014-12-29,2019-05-30
NCT02325739,"Hepatocellular Carcinoma (HCC); Solid Malignancies; Carcinoma, Hepatocellular",Phase II: Group 1 - FGF401 120 mg QD,96.66666666666667,50.0,,2024-10-21,2014-12-29,2019-05-30
NCT02325739,"Hepatocellular Carcinoma (HCC); Solid Malignancies; Carcinoma, Hepatocellular",Phase II: Group 2 - FGF401 120 mg QD,100.0,25.0,,2024-10-21,2014-12-29,2019-05-30
NCT02325739,"Hepatocellular Carcinoma (HCC); Solid Malignancies; Carcinoma, Hepatocellular",Phase II: Group 3 - FGF401 120 mg QD,100.0,40.0,,2024-10-21,2014-12-29,2019-05-30
NCT00617981,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms",Sham + RFA,90.11976047904191,11.077844311377245,,2024-05-03,2008-05,2016-08
NCT00617981,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms",ThermoDox + RFA,95.33527696793003,34.40233236151604,,2024-05-03,2008-05,2016-08
NCT01446666,"Cirrhosis of Liver; Fibrosis; Carcinoma, Hepatocellular",US+MRI,0.0,0.0,,2019-02-01,2011-11,2014-12
NCT00397540,"Carcinoma, Hepatocellular; Chronic Hepatitis B; Carcinoma, Hepatocellular; Hepatitis B, Chronic; Recurrence",Percutaneous Ethanol Injection Therapy,0.0,0.0,,2019-03-18,2004-10,2011-05
NCT00397540,"Carcinoma, Hepatocellular; Chronic Hepatitis B; Carcinoma, Hepatocellular; Hepatitis B, Chronic; Recurrence",RFTA,0.0,0.0,,2019-03-18,2004-10,2011-05
NCT01004978,"Hepatocellular Carcinoma; Unresectable Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Arm A (Sorafenib and TACE),59.09090909090909,59.09090909090909,,2024-01-03,2009-10-28,2022-12-21
NCT01004978,"Hepatocellular Carcinoma; Unresectable Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Arm B (Placebo and TACE),37.96296296296296,37.96296296296296,,2024-01-03,2009-10-28,2022-12-21
NCT00584402,Liver Neoplasms; Liver Neoplasms,Contrast Sonography,0.0,0.0,,2017-07-11,2007-04,2009-03
NCT04267575,"Recurrent Malignant Solid Neoplasm; Stage IV Breast Cancer; Stage IV Prostate Cancer; Stage IV Pancreatic Cancer; Stage IV Non-small Cell Lung Cancer; Stage IV Ovarian Cancer; Stage IV Fallopian Tube Cancer; Stage IV Colon Cancer; Stage IV Colorectal Cancer; Stage IV Liver Cancer; Stage IV Renal Cell Cancer; Stage IV Rectal Cancer; Stage IV Lung Cancer; Stage IV Small Intestinal Cancer; Stage IV Gastric Cancer; Stage IV Bladder Cancer; Breast Neoplasms; Prostatic Neoplasms; Pancreatic Neoplasms; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Fallopian Tube Neoplasms; Colonic Neoplasms; Colorectal Neoplasms; Liver Neoplasms; Carcinoma, Renal Cell; Rectal Neoplasms; Lung Neoplasms; Stomach Neoplasms; Urinary Bladder Neoplasms",Primary Arm,0.0,0.0,,2021-08-09,2019-07-30,2023-04-14
NCT02511522,"Hepatocellular Carcinoma; Liver Metastases; Carcinoma, Hepatocellular",Best Supportive Care Alone,33.33333333333333,0.0,,2024-10-23,2015-12-11,2024-10-02
NCT02511522,"Hepatocellular Carcinoma; Liver Metastases; Carcinoma, Hepatocellular",Radiotherapy Combined With Best Supportive Care,57.57575757575758,0.0,,2024-10-23,2015-12-11,2024-10-02
NCT00108953,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular; Neoplasms; Liver Neoplasms",Placebo + Doxorubicin,100.0,41.66666666666667,,2014-10-31,2005-04,2008-04
NCT00108953,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular; Neoplasms; Liver Neoplasms",Sorafenib + Doxorubicin,100.0,40.42553191489361,,2014-10-31,2005-04,2008-04
NCT00946153,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Carcinoma",Phase 1: Group 1: Lenvatinib: 12 mg,100.0,33.33333333333333,,2019-02-01,2009-07-24,2015-08-13
NCT00946153,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Carcinoma",Phase 1: Group 1: Lenvatinib: 16 mg,100.0,66.66666666666666,,2019-02-01,2009-07-24,2015-08-13
NCT00946153,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Carcinoma",Phase 1: Group 2: Lenvatinib: 12 mg,100.0,60.0,,2019-02-01,2009-07-24,2015-08-13
NCT00946153,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Carcinoma",Phase 1: Group 2: Lenvatinib: 8 mg,100.0,50.0,,2019-02-01,2009-07-24,2015-08-13
NCT00946153,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Carcinoma",Phase 2: Lenvatinib: 12 mg,100.0,47.82608695652174,,2019-02-01,2009-07-24,2015-08-13
NCT01761266,"Hepatocellular Carcinoma (HCC); Carcinoma, Hepatocellular; Neoplasms",Lenvatinib,98.52941176470588,43.90756302521008,,2022-04-05,2013-03-01,2021-03-10
NCT01761266,"Hepatocellular Carcinoma (HCC); Carcinoma, Hepatocellular; Neoplasms",Sorafenib,98.73684210526315,31.36842105263158,,2022-04-05,2013-03-01,2021-03-10
NCT01856322,Colorectal Cancer; Liver Metastasis; Colorectal Adenocarcinoma; Colorectal Neoplasms,Normal Volunteers (or Control Group),0.0,0.0,,2015-10-23,2013-04,2015-01
NCT04099277,"Solid Tumor; Triple-negative Breast Cancer; Gastric Adenocarcinoma; Head and Neck Squamous Cell Carcinoma; Cervical Carcinoma; High Grade Serous Ovarian Carcinoma; Hepatocellular Carcinoma; Undifferentiated Pleomorphic Sarcoma; Leiomyosarcoma; Triple Negative Breast Neoplasms; Squamous Cell Carcinoma of Head and Neck; Uterine Cervical Neoplasms; Carcinoma, Hepatocellular; Histiocytoma, Malignant Fibrous; Leiomyosarcoma",10 mg LY3435151,100.0,50.0,,2021-08-31,2019-10-28,2020-03-05
NCT02424955,"Liver Cancer; Liver Tumor; Hepatocellular Carcinoma; Liver Carcinoma; Liver Neoplasms; Carcinoma, Hepatocellular",3D Perfusion Ultrasound,0.0,0.0,,2023-07-11,2014-11-18,2022-06-30
NCT02431676,Breast Cancer; Prostate Cancer; Lung Cancer; Colon Cancer; Melanoma of Skin; Endometrial Cancer; Liver Cancer; Pancreatic Cancer; Rectal Cancer; Kidney Cancer; Other Solid Malignant Tumors; Breast Neoplasms; Prostatic Neoplasms; Lung Neoplasms; Colonic Neoplasms; Melanoma; Endometrial Neoplasms; Liver Neoplasms; Pancreatic Neoplasms; Rectal Neoplasms; Kidney Neoplasms,Coach Directed Behavioral Weight Loss,12.82051282051282,12.82051282051282,,2024-08-28,2015-05,2018-12
NCT02431676,Breast Cancer; Prostate Cancer; Lung Cancer; Colon Cancer; Melanoma of Skin; Endometrial Cancer; Liver Cancer; Pancreatic Cancer; Rectal Cancer; Kidney Cancer; Other Solid Malignant Tumors; Breast Neoplasms; Prostatic Neoplasms; Lung Neoplasms; Colonic Neoplasms; Melanoma; Endometrial Neoplasms; Liver Neoplasms; Pancreatic Neoplasms; Rectal Neoplasms; Kidney Neoplasms,Metformin,28.57142857142857,28.57142857142857,,2024-08-28,2015-05,2018-12
NCT02431676,Breast Cancer; Prostate Cancer; Lung Cancer; Colon Cancer; Melanoma of Skin; Endometrial Cancer; Liver Cancer; Pancreatic Cancer; Rectal Cancer; Kidney Cancer; Other Solid Malignant Tumors; Breast Neoplasms; Prostatic Neoplasms; Lung Neoplasms; Colonic Neoplasms; Melanoma; Endometrial Neoplasms; Liver Neoplasms; Pancreatic Neoplasms; Rectal Neoplasms; Kidney Neoplasms,Self-Directed,25.0,12.5,,2024-08-28,2015-05,2018-12
NCT04050462,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Nivolumab Monotherapy,83.33333333333334,16.666666666666664,,2025-10-16,2019-09-12,2025-01-31
NCT04050462,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Nivolumab/BMS-986253 Combination,100.0,42.857142857142854,,2025-10-16,2019-09-12,2025-01-31
NCT02859324,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",CC-122 2mg + Nivolumab,,,1.0,2021-05-11,2016-09-20,2020-03-27
NCT02859324,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",CC-122 3mg + Nivolumab,,,1.0,2021-05-11,2016-09-20,2020-03-27
NCT02859324,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",CC-122 4mg + Nivolumab,,,2.0,2021-05-11,2016-09-20,2020-03-27
NCT00105235,"Liver Disease; Liver Transplantation; Liver Diseases; Rejection, Psychology",Alemtuzumab,100.0,100.0,,2012-12-27,2005-06,2011-03
NCT00829413,Liver Neoplasms; Liver Neoplasms,Safety Population,13.23529411764706,1.1764705882352942,,2018-08-03,2010-06,2013-07
NCT04281784,"Dementia; Chronic Disease; Neoplasm Metastasis; Lung Neoplasm; Pulmonary Disease, Chronic Obstructive; Heart Failure，Congestive; Liver Cirrhosis; Kidney Failure, Chronic; Lung Diseases, Interstitial; Peripheral Vascular Disease; Diabetes With End Organ Injury; Dementia; Chronic Disease; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; Liver Cirrhosis; Kidney Failure, Chronic; Lung Diseases, Interstitial; Peripheral Vascular Diseases",EHR-based Clinician Jumpstart,0.0,0.0,,2025-04-04,2020-04-23,2022-09-26
NCT04281784,"Dementia; Chronic Disease; Neoplasm Metastasis; Lung Neoplasm; Pulmonary Disease, Chronic Obstructive; Heart Failure，Congestive; Liver Cirrhosis; Kidney Failure, Chronic; Lung Diseases, Interstitial; Peripheral Vascular Disease; Diabetes With End Organ Injury; Dementia; Chronic Disease; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; Liver Cirrhosis; Kidney Failure, Chronic; Lung Diseases, Interstitial; Peripheral Vascular Diseases",Usual Care,0.0,0.0,,2025-04-04,2020-04-23,2022-09-26
NCT01774344,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Placebo,83.93782383419689,47.66839378238342,,2020-08-20,2013-05-14,2019-07-05
NCT01774344,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular","Regorafenib (Stivarga, BAY73-4506)",97.86096256684492,51.87165775401069,,2020-08-20,2013-05-14,2019-07-05
NCT00335829,"Liver Cancer; Liver Neoplasms; Carcinoma, Hepatocellular","Single Arm, Received Bevacizumab and TACE",100.0,23.076923076923077,,2021-08-13,2006-05,2011-02
NCT02461966,Liver Cancer; Liver Neoplasms,Cirrhotic Patients,0.0,0.0,,2020-08-14,2014-06,2016-04
NCT02461966,Liver Cancer; Liver Neoplasms,Control Group,0.0,0.0,,2020-08-14,2014-06,2016-04
NCT02461966,Liver Cancer; Liver Neoplasms,Hepatocellular Carcinoma (HCC),0.0,0.0,,2020-08-14,2014-06,2016-04
NCT01185639,"Non-Small-Cell Lung Carcinoma; Liver Cancer; Adrenal Cancer; Carcinoma, Non-Small-Cell Lung; Liver Neoplasms; Adrenal Gland Neoplasms; Lung Neoplasms; Neoplasm Metastasis; Bone Neoplasms",SBRT for Metastatic NSCLC,3.7037037037037033,0.0,,2019-11-29,2010-08,2016-06-27
NCT00901901,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular","Sorafenib (Nexavar, BAY43-9006) + Erlotinib (Tarceva)",97.51381215469614,59.11602209944752,,2019-05-30,2009-05-21,2018-05-23
NCT00901901,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular","Sorafenib (Nexavar, BAY43-9006) + Placebo",98.30985915492958,55.774647887323944,,2019-05-30,2009-05-21,2018-05-23
NCT00508001,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular; Neoplasms",Placebo,91.30434782608695,17.391304347826086,,2016-10-10,2007-07,2009-06
NCT00508001,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular; Neoplasms",ZD6474 100,96.0,16.0,,2016-10-10,2007-07,2009-06
NCT00508001,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular; Neoplasms",ZD6474 300,94.73684210526315,31.57894736842105,,2016-10-10,2007-07,2009-06
NCT01219985,Liver Cancer; Liver Neoplasms,Investigation Arm,0.0,0.0,,2016-05-27,2008-04,2010-06
NCT03540771,End Stage Liver Disease; Decompensated Cirrhosis of Liver; End Stage Liver Disease,Model 1: Consultative Palliative Care,0.0,0.0,,2025-12-02,2019-01-30,2025-08-30
NCT03540771,End Stage Liver Disease; Decompensated Cirrhosis of Liver; End Stage Liver Disease,Model 2: Trained Hepatologist- Led PC,0.0,0.0,,2025-12-02,2019-01-30,2025-08-30
NCT00553332,"Liver and Intrahepatic Biliary Tract Cancer; Recurrent Extrahepatic Bile Duct Cancer; Unresectable Extrahepatic Bile Duct Cancer; Carcinoma, Hepatocellular; Bile Duct Neoplasms",Treatment (Enzyme Inhibitor Therapy),100.0,0.0,,2016-04-22,2007-11,2013-01
NCT02560779,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Carotuximab (10 mg/kg Weekly) Plus Sorafenib,100.0,69.23076923076923,,2020-07-17,2016-11,2019-08
NCT02560779,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Carotuximab (10 mg/kg wk to 15 mg/kg Bi-wk) Plus Sorafenib,100.0,35.714285714285715,,2020-07-17,2016-11,2019-08
NCT00428220,"Metastatic Breast Cancer; Advanced Breast Cancer; Metastatic Castration Resistant Prostate Cancer; Metastatic Renal Cell Cancer; Non-Small Cell Lung Cancer; Thyroid Cancer; Advanced/Metastatic Non-Small Cell Lung Cancer; Advanced Gastric Cancer; Gastrointestinal Stromal Tumor; Hepatocellular Carcinoma; Pancreatic Islet Cell Carcinoma; Pancreatic Neuroendocrine Tumor; Breast Neoplasms; Carcinoma, Renal Cell; Carcinoma, Non-Small-Cell Lung; Thyroid Neoplasms; Gastrointestinal Stromal Tumors; Carcinoma, Hepatocellular; Somatostatinoma; Adenoma, Islet Cell",Sunitinib,,90.0,,2019-06-27,2007-07,2014-09
NCT01636284,Hepatocellular Carinoma; Liver Neoplasms,JX-594 Recombinant Vaccina GM-CSF,100.0,50.0,,2021-01-20,2012-06,2013-06
