Trial (NCT),Condition,Arm,Interventions,OS median,OS 95% CI low,OS 95% CI high,OS N,PFS median,PFS 95% CI low,PFS 95% CI high,PFS N,ORR %,CT.gov last updated,Trial start date,Trial completion date
NCT01752920,Solid Tumor; Liver Neoplasms; Biliary Tract Neoplasms; Cholangiocarcinoma; Neoplasms,Derazantinib 250 mg QOD - 325 mg QD -Middle Dose Group,"Derazantinib low dose range, Derazantinib middle dose range, Derazantinib high dose range, Derazantinib at recommended phase 2 dose (RP2D)",,,,,15.3,6.7,22.1,13.0,0.0,2023-06-05,2012-12-10,2018-08-28
NCT01752920,Solid Tumor; Liver Neoplasms; Biliary Tract Neoplasms; Cholangiocarcinoma; Neoplasms,Derazantinib 300 mg QD - Expanded Cohort Group,"Derazantinib low dose range, Derazantinib middle dose range, Derazantinib high dose range, Derazantinib at recommended phase 2 dose (RP2D)",,,,,17.4,7.9,24.9,58.0,5.0,2023-06-05,2012-12-10,2018-08-28
NCT01752920,Solid Tumor; Liver Neoplasms; Biliary Tract Neoplasms; Cholangiocarcinoma; Neoplasms,Derazantinib 400 mg QOD - 425 mg QD - High Dose Group,"Derazantinib low dose range, Derazantinib middle dose range, Derazantinib high dose range, Derazantinib at recommended phase 2 dose (RP2D)",,,,,8.1,6.7,23.9,19.0,1.0,2023-06-05,2012-12-10,2018-08-28
NCT01249092,"Primary Biliary Cirrhosis; Liver Cirrhosis, Biliary",Pentoxifylline 400 mg/d,Pentoxifylline,,,,,,,,,,2013-12-09,2010-11,2013-03
NCT03172884,"Hepatic Insufficiency, Renal Insufficiency; Hepatic Insufficiency; Renal Insufficiency",Healthy Participants,"Copanlisib (ALIQOPA, BAY80-6946)",,,,,,,,,,2021-04-28,2017-06-14,2020-05-15
NCT03172884,"Hepatic Insufficiency, Renal Insufficiency; Hepatic Insufficiency; Renal Insufficiency",Moderate Hepatic Impairment Group,"Copanlisib (ALIQOPA, BAY80-6946)",,,,,,,,,,2021-04-28,2017-06-14,2020-05-15
NCT03172884,"Hepatic Insufficiency, Renal Insufficiency; Hepatic Insufficiency; Renal Insufficiency",Severe Hepatic Impairment Group,"Copanlisib (ALIQOPA, BAY80-6946)",,,,,,,,,,2021-04-28,2017-06-14,2020-05-15
NCT03172884,"Hepatic Insufficiency, Renal Insufficiency; Hepatic Insufficiency; Renal Insufficiency",Severe Renal Impairment Group,"Copanlisib (ALIQOPA, BAY80-6946)",,,,,,,,,,2021-04-28,2017-06-14,2020-05-15
NCT03844750,Metastatic Malignant Neoplasm in the Liver; Stage IV Colorectal Cancer AJCC v8; Stage IVA Colorectal Cancer AJCC v8; Stage IVB Colorectal Cancer AJCC v8; Stage IVC Colorectal Cancer AJCC v8; Colorectal Neoplasms,"Treatment (vactosertib, pembrolizumab, surgery)","Hepatectomy, Pembrolizumab, Vactosertib",,,,,,,,,,2025-12-31,2019-07-22,2025-09-30
NCT01498952,"Unresectable or Metastatic Hepatocellular Carcinoma (HCC); Carcinoma, Hepatocellular; Liver Neoplasms",Phase 1b Cohort A,"MEDI-573 (1 of 3 doses), Sorafenib",,,,,,,,,,2019-02-19,2012-01-17,2013-04-09
NCT01498952,"Unresectable or Metastatic Hepatocellular Carcinoma (HCC); Carcinoma, Hepatocellular; Liver Neoplasms",Phase 1b Cohort B,"MEDI-573 (1 of 3 doses), Sorafenib",,,,,,,,,,2019-02-19,2012-01-17,2013-04-09
NCT00083226,"Adult Primary Hepatocellular Carcinoma; Advanced Adult Primary Liver Cancer; Localized Unresectable Adult Primary Liver Cancer; Recurrent Adult Primary Liver Cancer; Carcinoma, Hepatocellular",Doxorubicin+Bortezomib,"doxorubicin, bortezomib",,,,,,,,,,2014-10-30,2004-03,2012-08
NCT00083226,"Adult Primary Hepatocellular Carcinoma; Advanced Adult Primary Liver Cancer; Localized Unresectable Adult Primary Liver Cancer; Recurrent Adult Primary Liver Cancer; Carcinoma, Hepatocellular",Treatment (Doxorubicin+Bortezomib),"doxorubicin, bortezomib",6.4,4.4,8.5,38.0,,,,,3.0,2014-10-30,2004-03,2012-08
NCT01271504,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Neoplasms",Phase 2: Golvatinib 200 mg + Sorafenib 400 mg,"Sorafenib, Sorafenib",27.86,20.86,67.71,42.0,,,,,4.8,2021-05-12,2011-07-19,2015-06-23
NCT01271504,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Neoplasms",Phase 2: Sorafenib 400 mg,"Sorafenib, Sorafenib",37.71,23.29,57.0,42.0,,,,,4.8,2021-05-12,2011-07-19,2015-06-23
NCT03403634,Metastatic Carcinoma in the Liver; Recurrent Colorectal Carcinoma; Stage IV Colorectal Cancer AJCC v7; Stage IVA Colorectal Cancer AJCC v7; Stage IVB Colorectal Cancer AJCC v7; Colorectal Neoplasms,"Treatment (Celecoxib, Interferon Alfa-2b, Rintatolimod)","Celecoxib, Laboratory Biomarker Analysis, Recombinant Interferon Alfa-2b, Rintatolimod",10.5,2.2,15.2,12.0,,,,,0.0,2022-03-02,2018-04-19,2021-08-29
NCT04696055,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms",Cohort 1 (Regorafenib + Pembrolizumab [1L: Atezolizumab + Bevacizumab]),"Pembrolizumab, Regorafenib (Stivarga, BAY73-4506)",,,,,,,,,5.9,2025-05-13,2021-02-03,2024-04-23
NCT04696055,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms",Cohort 2 (Regorafenib + Pembrolizumab [1L: Any Other IO Containing Treatment]),"Pembrolizumab, Regorafenib (Stivarga, BAY73-4506)",,,,,,,,,11.1,2025-05-13,2021-02-03,2024-04-23
NCT01239355,"Adult Hepatocellular Carcinoma; Advanced Adult Hepatocellular Carcinoma; Localized Non-Resectable Adult Liver Carcinoma; Recurrent Adult Liver Carcinoma; Carcinoma, Hepatocellular",Treatment (Akt Inhibitor MK2206),"Akt Inhibitor MK2206, Laboratory Biomarker Analysis",6.1,3.0,8.4,15.0,1.7,1.6,3.0,15.0,0.0,2015-10-05,2010-12,2013-02
NCT00878215,Hepatocellular Cancer; Liver Neoplasms,Phase 1:Localize Anatomical Points on Liver Surface,"Explorer Liver Image Guided System, Explorer Liver Passive Tracking, Liver surgery, Liver abalation",,,,,,,,,,2018-02-13,2002-10-24,2011-05-25
NCT00878215,Hepatocellular Cancer; Liver Neoplasms,Phase 2: Ceramic Bead,"Explorer Liver Image Guided System, Explorer Liver Passive Tracking, Liver surgery, Liver abalation",,,,,,,,,,2018-02-13,2002-10-24,2011-05-25
NCT00790218,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",CF102 1mg,CF102,,,,,,,,,0.0,2022-05-17,2009-02,2013-12
NCT00790218,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",CF102 25mg,CF102,,,,,,,,,0.0,2022-05-17,2009-02,2013-12
NCT00790218,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",CF102 5mg,CF102,,,,,,,,,0.0,2022-05-17,2009-02,2013-12
NCT04941287,Metastatic Distal Bile Duct Adenocarcinoma; Metastatic Gallbladder Carcinoma; Metastatic Intrahepatic Cholangiocarcinoma; Recurrent Distal Bile Duct Adenocarcinoma; Recurrent Gallbladder Carcinoma; Recurrent Intrahepatic Cholangiocarcinoma; Stage IV Distal Bile Duct Cancer AJCC v8; Stage IV Gallbladder Cancer AJCC v8; Stage IV Intrahepatic Cholangiocarcinoma AJCC v8; Unresectable Liver Carcinoma; Gallbladder Neoplasms; Cholangiocarcinoma,"Arm A (Cobimetinib, Atezolizumab, Varlilumab)","Atezolizumab, Biopsy, Biospecimen Collection, Cobimetinib, Computed Tomography, Magnetic Resonance Imaging, Varlilumab",183.0,19.0,381.0,29.0,,,,,,2025-05-23,2021-12-15,2026-04-29
NCT04941287,Metastatic Distal Bile Duct Adenocarcinoma; Metastatic Gallbladder Carcinoma; Metastatic Intrahepatic Cholangiocarcinoma; Recurrent Distal Bile Duct Adenocarcinoma; Recurrent Gallbladder Carcinoma; Recurrent Intrahepatic Cholangiocarcinoma; Stage IV Distal Bile Duct Cancer AJCC v8; Stage IV Gallbladder Cancer AJCC v8; Stage IV Intrahepatic Cholangiocarcinoma AJCC v8; Unresectable Liver Carcinoma; Gallbladder Neoplasms; Cholangiocarcinoma,"Arm B (Atezolizumab, Varlilumab)","Atezolizumab, Biopsy, Biospecimen Collection, Cobimetinib, Computed Tomography, Magnetic Resonance Imaging, Varlilumab",157.0,21.0,422.0,28.0,,,,,,2025-05-23,2021-12-15,2026-04-29
NCT02549755,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Main Arm,11C-Acetate,,,,,,,,,,2017-11-22,2015-09,2016-10
NCT01767597,"Hepatitis B; Liver Cirrhosis; Carcinoma, Hepatocellular; Hepatitis B; Liver Cirrhosis; Carcinoma, Hepatocellular",ELISA Testing,"ELISA testing, Rapid testing",,,,,,,,,,2016-12-13,2012-02,2013-01
NCT01767597,"Hepatitis B; Liver Cirrhosis; Carcinoma, Hepatocellular; Hepatitis B; Liver Cirrhosis; Carcinoma, Hepatocellular",Rapid Testing,"ELISA testing, Rapid testing",,,,,,,,,,2016-12-13,2012-02,2013-01
NCT02881554,"Hepatocellular Carcinoma; Intrahepatic Cholangiocarcinoma; Stage IV Liver Cancer; Stage IVA Liver Cancer; Stage IVB Liver Cancer; Vascular Thrombosis; Carcinoma, Hepatocellular; Cholangiocarcinoma; Liver Neoplasms; Thrombosis",SC SPECT/CT: Cohort A - Radiation,"Computed Tomography, Single Photon Emission Computed Tomography, Technetium Tc-99m Sulfur Colloid",,,,,,,,,,2025-10-29,2016-12-21,2025-02-09
NCT02881554,"Hepatocellular Carcinoma; Intrahepatic Cholangiocarcinoma; Stage IV Liver Cancer; Stage IVA Liver Cancer; Stage IVB Liver Cancer; Vascular Thrombosis; Carcinoma, Hepatocellular; Cholangiocarcinoma; Liver Neoplasms; Thrombosis",SC SPECT/CT: Cohort B - Surgery,"Computed Tomography, Single Photon Emission Computed Tomography, Technetium Tc-99m Sulfur Colloid",,,,,,,,,,2025-10-29,2016-12-21,2025-02-09
NCT00848510,Colorectal and Ovarian Cancer Patients With Liver Metastases,Abituzumab 1000 mg,EMD 525797,,,,,1.4,1.0,10.7,8.0,0.0,2015-12-14,2009-02,2013-11
NCT00848510,Colorectal and Ovarian Cancer Patients With Liver Metastases,Abituzumab 1500 mg,EMD 525797,,,,,1.08,0.0,1.2,10.0,0.0,2015-12-14,2009-02,2013-11
NCT00848510,Colorectal and Ovarian Cancer Patients With Liver Metastases,Abituzumab 250 mg,EMD 525797,,,,,1.22,0.0,1.3,10.0,0.0,2015-12-14,2009-02,2013-11
NCT00848510,Colorectal and Ovarian Cancer Patients With Liver Metastases,Abituzumab 500 mg,EMD 525797,,,,,0.77,0.0,7.6,13.0,0.0,2015-12-14,2009-02,2013-11
NCT03721952,"Chronic Disease; Neoplasm Metastasis; Lung Neoplasm; Pulmonary Disease, Chronic Obstructive; Heart Failure, Congestive; Liver Cirrhosis; Kidney Failure, Chronic; Multiple Organ Failure; Health Care Quality, Access, and Evaluation; Intensive Care Units; Palliative Care, Health Services; Palliative Care, Patient Care; Lung Diseases; Cerebrovascular Disorders; Brain Injuries; Chronic Disease; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; Liver Cirrhosis; Kidney Failure, Chronic; Multiple Organ Failure; Lung Diseases; Cerebrovascular Disorders; Brain Injuries",Clinician & Administrator Interviewees,Facilitator-Based Intervention,,,,,,,,,,2025-02-07,2019-04-17,2024-06-30
NCT03721952,"Chronic Disease; Neoplasm Metastasis; Lung Neoplasm; Pulmonary Disease, Chronic Obstructive; Heart Failure, Congestive; Liver Cirrhosis; Kidney Failure, Chronic; Multiple Organ Failure; Health Care Quality, Access, and Evaluation; Intensive Care Units; Palliative Care, Health Services; Palliative Care, Patient Care; Lung Diseases; Cerebrovascular Disorders; Brain Injuries; Chronic Disease; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; Liver Cirrhosis; Kidney Failure, Chronic; Multiple Organ Failure; Lung Diseases; Cerebrovascular Disorders; Brain Injuries",Facilitator-Based INTERVENTION: Family,Facilitator-Based Intervention,,,,,,,,,,2025-02-07,2019-04-17,2024-06-30
NCT03721952,"Chronic Disease; Neoplasm Metastasis; Lung Neoplasm; Pulmonary Disease, Chronic Obstructive; Heart Failure, Congestive; Liver Cirrhosis; Kidney Failure, Chronic; Multiple Organ Failure; Health Care Quality, Access, and Evaluation; Intensive Care Units; Palliative Care, Health Services; Palliative Care, Patient Care; Lung Diseases; Cerebrovascular Disorders; Brain Injuries; Chronic Disease; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; Liver Cirrhosis; Kidney Failure, Chronic; Multiple Organ Failure; Lung Diseases; Cerebrovascular Disorders; Brain Injuries",Facilitator-Based INTERVENTION: Patient,Facilitator-Based Intervention,,,,,,,,,,2025-02-07,2019-04-17,2024-06-30
NCT03721952,"Chronic Disease; Neoplasm Metastasis; Lung Neoplasm; Pulmonary Disease, Chronic Obstructive; Heart Failure, Congestive; Liver Cirrhosis; Kidney Failure, Chronic; Multiple Organ Failure; Health Care Quality, Access, and Evaluation; Intensive Care Units; Palliative Care, Health Services; Palliative Care, Patient Care; Lung Diseases; Cerebrovascular Disorders; Brain Injuries; Chronic Disease; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; Liver Cirrhosis; Kidney Failure, Chronic; Multiple Organ Failure; Lung Diseases; Cerebrovascular Disorders; Brain Injuries",Usual Care/CONTROL: Family,Facilitator-Based Intervention,,,,,,,,,,2025-02-07,2019-04-17,2024-06-30
NCT03721952,"Chronic Disease; Neoplasm Metastasis; Lung Neoplasm; Pulmonary Disease, Chronic Obstructive; Heart Failure, Congestive; Liver Cirrhosis; Kidney Failure, Chronic; Multiple Organ Failure; Health Care Quality, Access, and Evaluation; Intensive Care Units; Palliative Care, Health Services; Palliative Care, Patient Care; Lung Diseases; Cerebrovascular Disorders; Brain Injuries; Chronic Disease; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; Liver Cirrhosis; Kidney Failure, Chronic; Multiple Organ Failure; Lung Diseases; Cerebrovascular Disorders; Brain Injuries",Usual Care/CONTROL: Patient,Facilitator-Based Intervention,,,,,,,,,,2025-02-07,2019-04-17,2024-06-30
NCT03480152,Melanoma; Colon Cancer; Gastrointestinal Cancer; Genitourinary Cancer; Hepatocellular Cancer; Melanoma; Colonic Neoplasms; Gastrointestinal Neoplasms; Urogenital Neoplasms; Liver Neoplasms; Neoplasm Metastasis,"Cohort 1, Arm 1, Phase I - Dose Level 2 - 0.13mg","National Cancer Institute (NCI)-4650, a messenger ribonucleic acid (mRNA)-based, Personalized Cancer Vaccine",,,,,,,,,0.0,2020-06-02,2018-05-18,2019-11-05
NCT03480152,Melanoma; Colon Cancer; Gastrointestinal Cancer; Genitourinary Cancer; Hepatocellular Cancer; Melanoma; Colonic Neoplasms; Gastrointestinal Neoplasms; Urogenital Neoplasms; Liver Neoplasms; Neoplasm Metastasis,"Cohort 1, Arm 1, Phase I - Dose Level 2 - 0.13mg Starting Dose","National Cancer Institute (NCI)-4650, a messenger ribonucleic acid (mRNA)-based, Personalized Cancer Vaccine",,,,,,,,,,2020-06-02,2018-05-18,2019-11-05
NCT03480152,Melanoma; Colon Cancer; Gastrointestinal Cancer; Genitourinary Cancer; Hepatocellular Cancer; Melanoma; Colonic Neoplasms; Gastrointestinal Neoplasms; Urogenital Neoplasms; Liver Neoplasms; Neoplasm Metastasis,"Cohort 1, Arm 1, Phase I - Dose Level 3 - 0.39mg","National Cancer Institute (NCI)-4650, a messenger ribonucleic acid (mRNA)-based, Personalized Cancer Vaccine",,,,,,,,,0.0,2020-06-02,2018-05-18,2019-11-05
NCT00539253,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms",Gadobenate Dimeglumine (Multi Hance),gadobenate dimeglumine (MultiHance),,,,,,,,,,2017-09-26,2007-09,2013-12
NCT01807156,Hepatocellular Cancer; Liver Neoplasms,Tivozanib,Tivozanib,,,,,,,,,,2016-04-22,2013-03,2015-02
NCT00503867,"Carcinoma, Hepatocellular; Hepatoma; Carcinoma, Hepatocellular; Liver Neoplasms",SIR-Spheres Microspheres,SIR-Spheres microspheres,,,,,,,,,,2020-12-10,2007-07-18,2010-03-09
NCT01004003,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular","Phase 1 Group 1, 100mg Nintedanib Bid","Sorafenib, BIBF 1120",,,,,,,,,,2017-10-26,2009-10-22,2016-10-12
NCT01004003,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular","Phase I Group 1, 150mg Nintedanib Bid","Sorafenib, BIBF 1120",,,,,,,,,,2017-10-26,2009-10-22,2016-10-12
NCT01004003,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular","Phase I Group 1, 200mg Nintedanib Bid","Sorafenib, BIBF 1120",,,,,,,,,,2017-10-26,2009-10-22,2016-10-12
NCT01004003,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular","Phase I Group 2, 100mg Nintedanib Bid","Sorafenib, BIBF 1120",,,,,,,,,,2017-10-26,2009-10-22,2016-10-12
NCT01004003,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular","Phase I Group 2, 150mg Nintedanib Bid","Sorafenib, BIBF 1120",,,,,,,,,,2017-10-26,2009-10-22,2016-10-12
NCT01004003,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular","Phase I Group 2, 200mg Nintedanib Bid","Sorafenib, BIBF 1120",,,,,,,,,,2017-10-26,2009-10-22,2016-10-12
NCT01004003,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular","Phase I Group 2, 50mg Nintedanib Bid","Sorafenib, BIBF 1120",,,,,,,,,,2017-10-26,2009-10-22,2016-10-12
NCT01004003,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular","Phase II, 200 mg Nintedanib Bid","Sorafenib, BIBF 1120",11.86,6.6,25.46,62.0,,,,,1.6,2017-10-26,2009-10-22,2016-10-12
NCT01004003,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular","Phase II, 400 mg Sorafenib Bid","Sorafenib, BIBF 1120",11.4,6.51,17.25,31.0,,,,,6.5,2017-10-26,2009-10-22,2016-10-12
NCT02595866,"AIDS-Related Non-Hodgkin Lymphoma; Clinical Stage III Cutaneous Melanoma AJCC v8; Clinical Stage IV Cutaneous Melanoma AJCC v8; Hepatocellular Carcinoma; HIV Infection; Kaposi Sarcoma; Locally Advanced Lung Non-Small Cell Carcinoma; Locally Advanced Malignant Solid Neoplasm; Metastatic Lung Non-Small Cell Carcinoma; Metastatic Malignant Solid Neoplasm; Metastatic Melanoma; Non-Hodgkin Lymphoma; Recurrent Classic Hodgkin Lymphoma; Recurrent Malignant Neoplasm; Refractory Classic Hodgkin Lymphoma; Refractory Malignant Neoplasm; Stage III Lung Cancer AJCC v8; Stage IV Lung Cancer AJCC v8; Unresectable Melanoma; Carcinoma, Hepatocellular; HIV Infections; Sarcoma, Kaposi; Carcinoma, Non-Small-Cell Lung; Neoplasm Metastasis; Melanoma; Lymphoma, Non-Hodgkin; Recurrence; Neoplasms; Lung Neoplasms",Cohort 1 (Pembrolizumab and cART),"Antiretroviral Therapy, Biopsy, Biospecimen Collection, Computed Tomography, Pembrolizumab, Positron Emission Tomography",,,,,,,,,,2024-08-09,2016-04-04,2024-03-25
NCT02595866,"AIDS-Related Non-Hodgkin Lymphoma; Clinical Stage III Cutaneous Melanoma AJCC v8; Clinical Stage IV Cutaneous Melanoma AJCC v8; Hepatocellular Carcinoma; HIV Infection; Kaposi Sarcoma; Locally Advanced Lung Non-Small Cell Carcinoma; Locally Advanced Malignant Solid Neoplasm; Metastatic Lung Non-Small Cell Carcinoma; Metastatic Malignant Solid Neoplasm; Metastatic Melanoma; Non-Hodgkin Lymphoma; Recurrent Classic Hodgkin Lymphoma; Recurrent Malignant Neoplasm; Refractory Classic Hodgkin Lymphoma; Refractory Malignant Neoplasm; Stage III Lung Cancer AJCC v8; Stage IV Lung Cancer AJCC v8; Unresectable Melanoma; Carcinoma, Hepatocellular; HIV Infections; Sarcoma, Kaposi; Carcinoma, Non-Small-Cell Lung; Neoplasm Metastasis; Melanoma; Lymphoma, Non-Hodgkin; Recurrence; Neoplasms; Lung Neoplasms",Cohort 2 (Pembrolizumab and cART),"Antiretroviral Therapy, Biopsy, Biospecimen Collection, Computed Tomography, Pembrolizumab, Positron Emission Tomography",,,,,,,,,,2024-08-09,2016-04-04,2024-03-25
NCT02595866,"AIDS-Related Non-Hodgkin Lymphoma; Clinical Stage III Cutaneous Melanoma AJCC v8; Clinical Stage IV Cutaneous Melanoma AJCC v8; Hepatocellular Carcinoma; HIV Infection; Kaposi Sarcoma; Locally Advanced Lung Non-Small Cell Carcinoma; Locally Advanced Malignant Solid Neoplasm; Metastatic Lung Non-Small Cell Carcinoma; Metastatic Malignant Solid Neoplasm; Metastatic Melanoma; Non-Hodgkin Lymphoma; Recurrent Classic Hodgkin Lymphoma; Recurrent Malignant Neoplasm; Refractory Classic Hodgkin Lymphoma; Refractory Malignant Neoplasm; Stage III Lung Cancer AJCC v8; Stage IV Lung Cancer AJCC v8; Unresectable Melanoma; Carcinoma, Hepatocellular; HIV Infections; Sarcoma, Kaposi; Carcinoma, Non-Small-Cell Lung; Neoplasm Metastasis; Melanoma; Lymphoma, Non-Hodgkin; Recurrence; Neoplasms; Lung Neoplasms",Cohort 3 (Pembrolizumab and cART),"Antiretroviral Therapy, Biopsy, Biospecimen Collection, Computed Tomography, Pembrolizumab, Positron Emission Tomography",,,,,,,,,,2024-08-09,2016-04-04,2024-03-25
NCT02595866,"AIDS-Related Non-Hodgkin Lymphoma; Clinical Stage III Cutaneous Melanoma AJCC v8; Clinical Stage IV Cutaneous Melanoma AJCC v8; Hepatocellular Carcinoma; HIV Infection; Kaposi Sarcoma; Locally Advanced Lung Non-Small Cell Carcinoma; Locally Advanced Malignant Solid Neoplasm; Metastatic Lung Non-Small Cell Carcinoma; Metastatic Malignant Solid Neoplasm; Metastatic Melanoma; Non-Hodgkin Lymphoma; Recurrent Classic Hodgkin Lymphoma; Recurrent Malignant Neoplasm; Refractory Classic Hodgkin Lymphoma; Refractory Malignant Neoplasm; Stage III Lung Cancer AJCC v8; Stage IV Lung Cancer AJCC v8; Unresectable Melanoma; Carcinoma, Hepatocellular; HIV Infections; Sarcoma, Kaposi; Carcinoma, Non-Small-Cell Lung; Neoplasm Metastasis; Melanoma; Lymphoma, Non-Hodgkin; Recurrence; Neoplasms; Lung Neoplasms",Cohort 4 (Pembrolizumab and cART),"Antiretroviral Therapy, Biopsy, Biospecimen Collection, Computed Tomography, Pembrolizumab, Positron Emission Tomography",,,,,,,,,,2024-08-09,2016-04-04,2024-03-25
NCT02595866,"AIDS-Related Non-Hodgkin Lymphoma; Clinical Stage III Cutaneous Melanoma AJCC v8; Clinical Stage IV Cutaneous Melanoma AJCC v8; Hepatocellular Carcinoma; HIV Infection; Kaposi Sarcoma; Locally Advanced Lung Non-Small Cell Carcinoma; Locally Advanced Malignant Solid Neoplasm; Metastatic Lung Non-Small Cell Carcinoma; Metastatic Malignant Solid Neoplasm; Metastatic Melanoma; Non-Hodgkin Lymphoma; Recurrent Classic Hodgkin Lymphoma; Recurrent Malignant Neoplasm; Refractory Classic Hodgkin Lymphoma; Refractory Malignant Neoplasm; Stage III Lung Cancer AJCC v8; Stage IV Lung Cancer AJCC v8; Unresectable Melanoma; Carcinoma, Hepatocellular; HIV Infections; Sarcoma, Kaposi; Carcinoma, Non-Small-Cell Lung; Neoplasm Metastasis; Melanoma; Lymphoma, Non-Hodgkin; Recurrence; Neoplasms; Lung Neoplasms",Cohorts 1-3 (Pembrolizumab and cART),"Antiretroviral Therapy, Biopsy, Biospecimen Collection, Computed Tomography, Pembrolizumab, Positron Emission Tomography",14.5,11.5,21.3,34.0,3.9,2.8,4.8,34.0,14.7,2024-08-09,2016-04-04,2024-03-25
NCT02595866,"AIDS-Related Non-Hodgkin Lymphoma; Clinical Stage III Cutaneous Melanoma AJCC v8; Clinical Stage IV Cutaneous Melanoma AJCC v8; Hepatocellular Carcinoma; HIV Infection; Kaposi Sarcoma; Locally Advanced Lung Non-Small Cell Carcinoma; Locally Advanced Malignant Solid Neoplasm; Metastatic Lung Non-Small Cell Carcinoma; Metastatic Malignant Solid Neoplasm; Metastatic Melanoma; Non-Hodgkin Lymphoma; Recurrent Classic Hodgkin Lymphoma; Recurrent Malignant Neoplasm; Refractory Classic Hodgkin Lymphoma; Refractory Malignant Neoplasm; Stage III Lung Cancer AJCC v8; Stage IV Lung Cancer AJCC v8; Unresectable Melanoma; Carcinoma, Hepatocellular; HIV Infections; Sarcoma, Kaposi; Carcinoma, Non-Small-Cell Lung; Neoplasm Metastasis; Melanoma; Lymphoma, Non-Hodgkin; Recurrence; Neoplasms; Lung Neoplasms",Total,"Antiretroviral Therapy, Biopsy, Biospecimen Collection, Computed Tomography, Pembrolizumab, Positron Emission Tomography",,,,,,,,,,2024-08-09,2016-04-04,2024-03-25
NCT02575339,"Hepatocellular Carcinoma; Liver Cancer; HCC; Carcinoma, Hepatocellular; Liver Neoplasms","Phase I, Level 1: 15 mg of MLN0128","MLN0128, MLN0128 (RP2D), Sorafenib",5.78,2.74,15.68,7.0,1.81,1.27,3.99,7.0,0.0,2022-07-26,2016-07-18,2020-11-24
NCT02575339,"Hepatocellular Carcinoma; Liver Cancer; HCC; Carcinoma, Hepatocellular; Liver Neoplasms","Phase I, Level 2: 20mg of MLN0128","MLN0128, MLN0128 (RP2D), Sorafenib",10.58,6.48,12.78,4.0,2.83,1.42,5.52,4.0,0.0,2022-07-26,2016-07-18,2020-11-24
NCT03519997,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Pembro + Bavi,"Pembrolizumab, Bavituximab",,,,,,,,,9.0,2026-02-11,2018-04-26,2026-04-01
NCT01164202,"Liver Cancer; Liver Neoplasms; Carcinoma, Hepatocellular",Placebo,"sunitinib malate, Placebo, transarterial chemoembolization",20.5,15.1,30.6,38.0,,,,,,2022-03-18,2010-07,2017-07
NCT01164202,"Liver Cancer; Liver Neoplasms; Carcinoma, Hepatocellular",Sunitinib,"sunitinib malate, Placebo, transarterial chemoembolization",25.0,13.5,36.8,39.0,,,,,,2022-03-18,2010-07,2017-07
NCT01596283,Liver Cancer; Liver Neoplasms,Goal Directed Fluid Therapy,"Standard fluid management, Goal directed fluid therapy with the Edwards EV1000 system",,,,,,,,,,2017-10-18,2012-04,2016-05
NCT01596283,Liver Cancer; Liver Neoplasms,Standard Fluid Management,"Standard fluid management, Goal directed fluid therapy with the Edwards EV1000 system",,,,,,,,,,2017-10-18,2012-04,2016-05
NCT03126110,"Advanced Malignancies; Metastatic Cancer; Neoplasm Metastasis; Uterine Cervical Neoplasms; Endometrial Neoplasms; Stomach Neoplasms; Carcinoma, Hepatocellular; Melanoma; Carcinoma, Merkel Cell; Mesothelioma; Colorectal Neoplasms; Carcinoma, Non-Small-Cell Lung; Ovarian Neoplasms; Squamous Cell Carcinoma of Head and Neck; Small Cell Lung Carcinoma; Carcinoma, Renal Cell; Triple Negative Breast Neoplasms; Carcinoma, Transitional Cell",Phase 1 Group A: INCAGN01876 1.0 mg/kg Q2W + Nivolumab 240 mg Q2W,"INCAGN01876, Nivolumab, Ipilimumab",,76.0,,4.0,52.5,48.0,,4.0,,2025-08-14,2017-04-25,2021-11-09
